738.488741761	738.537569886	958549	100.00269312	_data_2018_05_19_00_02_05_channel_1.dat	40840.3868384	738.513157635	15.173005909995233	11.257889272959615	-1.516186021265328	-13.037937252430446	
738.491501761	738.540329886	958550	100.00269312	_data_2018_05_19_00_04_11_channel_1.dat	40098.2404019	738.515911099	15.182383933079148	11.257889272959615	-1.516186021265328	-13.037937252430446	
738.493381761	738.542209886	958551	100.00269312	_data_2018_05_19_00_06_28_channel_1.dat	40469.0205842	738.517794934	15.192580672464043	11.257889272959615	-1.516186021265328	-13.037937252430446	
738.494761761	738.543589886	958562	100.00269312	_data_2018_05_19_00_09_30_channel_1.dat	40113.5387323	738.519180022	15.190842644686109	11.257889272959615	-1.516186021265328	-13.037937252430446	
738.498581761	738.547409886	958563	100.00269312	_data_2018_05_19_00_11_35_channel_1.dat	39866.635117	738.523000306	15.184091552963533	11.257889272959615	-1.516186021265328	-13.037937252430446	
738.501501761	738.550329886	958564	100.00269312	_data_2018_05_19_00_13_40_channel_1.dat	40567.4486693	738.525915853	15.17734046124096	11.257889272959615	-1.516186021265328	-13.037937252430446	
738.503421761	738.552249886	958575	100.00269312	_data_2018_05_19_00_16_42_channel_1.dat	41740.049875	738.527838337	15.177873837412587	11.257889272959615	-1.516186021265328	-13.037937252430446	
738.506621761	738.555449886	958576	100.00269312	_data_2018_05_19_00_18_48_channel_1.dat	39811.4285437	738.531035093	15.182134276623026	11.257889272959615	-1.516186021265328	-13.037937252430446	
738.508721761	738.557549886	958577	100.00269312	_data_2018_05_19_00_20_58_channel_1.dat	37452.0331964	738.533135783	15.186529967871893	11.257889272959615	-1.516186021265328	-13.037937252430446	
738.510571761	738.559399886	958588	100.00269312	_data_2018_05_19_00_23_59_channel_1.dat	40875.9008003	738.534982069	15.160162085635298	11.257889272959615	-1.516186021265328	-13.037937252430446	
738.514241761	738.563069886	958589	100.00269312	_data_2018_05_19_00_26_05_channel_1.dat	40359.2286746	738.538653215	15.125436880475258	11.257889272959615	-1.516186021265328	-13.037937252430446	
738.516401761	738.565229886	958590	100.00269312	_data_2018_05_19_00_28_10_channel_1.dat	39021.7593247	738.540814219	15.090987272181565	11.257889272959615	-1.516186021265328	-13.037937252430446	
738.518591761	738.567419886	958601	100.00269312	_data_2018_05_19_00_31_25_channel_1.dat	40130.4061156	738.543002796	15.093160451949533	11.257889272959615	-1.516186021265328	-13.037937252430446	
738.519781761	738.568609886	958602	100.00269312	_data_2018_05_19_00_33_30_channel_1.dat	38851.2008902	738.544192085	15.117444634313538	11.257889272959615	-1.516186021265328	-13.037937252430446	
738.522511761	738.571339886	958603	100.00269312	_data_2018_05_19_00_35_36_channel_1.dat	40332.8093448	738.546926198	15.141923090136453	11.257889272959615	-1.516186021265328	-13.037937252430446	
738.524151761	738.572979886	958614	100.00269312	_data_2018_05_19_00_38_38_channel_1.dat	42237.4582993	738.54856919	15.13500925444667	11.257889272959615	-1.516186021265328	-13.037937252430446	
738.526511761	738.575339886	958615	100.00269312	_data_2018_05_19_00_40_48_channel_1.dat	40762.9532533	738.550924562	15.114470565125814	11.257889272959615	-1.516186021265328	-13.037937252430446	
738.527641761	738.576469886	958616	100.00269312	_data_2018_05_19_00_42_54_channel_1.dat	40964.6409226	738.552052122	15.094563835476366	11.257889272959615	-1.516186021265328	-13.037937252430446	
738.531141761	738.579969886	958627	100.00269312	_data_2018_05_19_00_45_55_channel_1.dat	38797.0810571	738.555552516	15.096873771341262	11.257889272959615	-1.516186021265328	-13.037937252430446	
738.535261761	738.584089886	958628	100.00269312	_data_2018_05_19_00_48_00_channel_1.dat	39365.1871167	738.559680482	15.115000167634475	11.257889272959615	-1.516186021265328	-13.037937252430446	
738.536741761	738.585569886	958629	100.00269312	_data_2018_05_19_00_50_06_channel_1.dat	42084.45648	738.561154005	15.133271575098034	11.257889272959615	-1.516186021265328	-13.037937252430446	
738.539061761	738.587889886	958640	100.00269312	_data_2018_05_19_00_53_08_channel_1.dat	39522.1879597	738.563480256	15.133090852487587	11.257889272959615	-1.516186021265328	-13.037937252430446	
738.542771761	738.591599886	958641	100.00269312	_data_2018_05_19_00_55_23_channel_1.dat	39066.6751942	738.567190753	15.118173879639983	11.257889272959615	-1.516186021265328	-13.037937252430446	
738.544571761	738.593399886	958642	100.00269312	_data_2018_05_19_00_57_29_channel_1.dat	39130.9194218	738.568987155	15.104251371648887	11.257889272959615	-1.516186021265328	-13.037937252430446	
738.547781761	738.596609886	958653	100.00269312	_data_2018_05_19_01_00_34_channel_1.dat	40964.519011	738.572195273	15.109010783998194	11.257889272959615	-1.516186021265328	-13.037937252430446	
738.548681761	738.597509886	958654	100.00269312	_data_2018_05_19_01_02_39_channel_1.dat	39212.6130477	738.57309782	15.122831655825161	11.257889272959615	-1.516186021265328	-13.037937252430446	
738.551911761	738.600739886	958655	100.00269312	_data_2018_05_19_01_04_45_channel_1.dat	41370.1680045	738.576321143	15.136763094626746	11.257889272959615	-1.516186021265328	-13.037937252430446	
738.553751761	738.602579886	958666	100.00269312	_data_2018_05_19_01_07_46_channel_1.dat	39601.6467772	738.578169679	15.113185194450896	11.257889272959615	-1.516186021265328	-13.037937252430446	
738.556951761	738.605779886	958667	100.00269312	_data_2018_05_19_01_09_52_channel_1.dat	38279.8049645	738.581368396	15.078937634609991	11.257889272959615	-1.516186021265328	-13.037937252430446	
738.560221761	738.609049886	958668	100.00269312	_data_2018_05_19_01_11_57_channel_1.dat	39749.4853936	738.584631667	15.044961880799569	11.257889272959615	-1.516186021265328	-13.037937252430446	
738.563381761	738.612209886	958679	100.00269312	_data_2018_05_19_01_14_59_channel_1.dat	41334.3680969	738.587797802	15.047280312622886	11.257889272959615	-1.516186021265328	-13.037937252430446	
738.566541761	738.615369886	958680	100.00269312	_data_2018_05_19_01_17_04_channel_1.dat	39246.2515048	738.590957197	15.080735716848002	11.257889272959615	-1.516186021265328	-13.037937252430446	
